web-scraper-order,web-scraper-start-url,month,month-href,days,days-href,news
1698772080-52,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",Locust attack: Drones to spray chemicals
1698772080-53,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",Won’t rest till JD(U) MLA’s arrest: Tejashwi
1698772080-54,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",8 killed in separate incidents
1698772080-55,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",Drive to remove encroachments from drains to resume tomorrow
1698772080-56,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",Containment zones strictly guarded by police across state: HM Anil Deshmukh
1698772080-57,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",Barbers in Varanasi wear PPE while giving haircut
1698772080-58,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",Rajasthan: Wildlife safaris likely to reopen from tomorrow
1698772080-59,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",People suffered most during Modi government rule: Ashok Gehlot
1698772080-60,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",Expert team to review syllabus: Tamil Nadu minister
1698772080-61,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",Repatriation flights reach Kochi
1698772080-62,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",Nashik industries praised for keeping Covid-19 at bay
1698772080-63,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms","Weekly Horoscope, 31 May to 06 June, 2020: Check predictions for all zodiac signs"
1698772080-64,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",Proactive testing of travellers helps detect ten cases in Nagpur Rural
1698772080-65,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",Crime against women dips 66% in Rajasthan due to lockdown
1698772080-66,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",Timetable of remaining board exams announced
1698772080-67,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",Teen cyber victims don’t report ordeals
1698772080-68,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",Timetable of remaining board exams announced
1698772080-69,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",Police quiz Solapur deputy mayor
1698772080-70,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",Twins who lost their mother test negative
1698772080-71,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms","Aurangabad: Constable caught with foreign liquor worth over Rs 72,000"
1698772080-72,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",Air India flight brings back 137 Odias stranded in Chicago
1698772080-73,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",Man held for stalking minor girl in Pune
1698772080-74,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",335 cadets pass out from NDA in muted ceremony
1698772080-75,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",Tamil Nadu: Tuticorin villages tense after man beheaded in caste rivalry
1698772080-76,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms","Amid export gloom, pharma shows resilience"
1698772080-77,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms","Grasshoppers seen in Tamil Nadu not locusts, says agriculture department"
1698772080-78,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",Advanced HIV treatment centre to be set up in state
1698772080-79,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",Conman posing as cop nabbed
1698772080-80,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",Odisha: Stone quarrying draws NGT lens
1698772080-81,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",Stone quarrying draws NGT lens
1698772080-82,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms","Virus infects 36 more, fatal for 2 in Punjab"
1698772080-83,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms","From visiting temples to salons, citizens want to do many things"
1698772080-84,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms","Youth ends life, another dies of ailment in Q-centre"
1698772080-85,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",Covid-19 recovery rate stands at 63.25% in Kashi
1698772080-86,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",Pune: Army doctor loses Rs 90k to QR code scam
1698772080-87,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",Councillor’s death: Eight doctors put on APO
1698772080-88,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",Hailstorm & rainfall bring mercury down in Rajasthan
1698772080-89,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms","Varanasi records two new Covid-19 cases, Chandauli its first virus death"
1698772080-90,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",Indian Railways issues guidelines for passengers
1698772080-91,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",How extended lockdowns are changing dynamics of families
1698772080-92,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",Kerala: Covid-19 testing system installed at Thrissur MCH
1698772080-93,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms","Uttar Pradesh: Aide plotted gangster Anurag Sharma’s murder, held"
1698772080-94,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",Farmers must pay for priority cotton sale
1698772080-95,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",Gujarat: Flogged girl was forced to lift lover on shoulders
1698772080-96,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",Allahabad: Data bank for migrants to help them land jobs
1698772080-97,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",‘Inexplicable’: Man positive after 23 days
1698772080-98,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms","NGO, cops help Nepalese migrants with bus permit to reach home in Nagpur"
1698772080-99,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms","Uttar Pradesh: BJP MLA’s son-in-law, friend arrested for ‘thrashing, robbing’ biker"
1698772080-100,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms",Uttar Pradesh: Samajwadi Party to give Rs 1 lakh to man who killed self
1698772080-101,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms","Asymptomatic patients can be tested, but we don’t want abuse of kits: Tamil Nadu minister"
1698772080-102,https://timesofindia.indiatimes.com/archive.cms,May,"https://timesofindia.indiatimes.com/archive/year-2020,month-5.cms",31,"https://timesofindia.indiatimes.com/2020/5/31/archivelist/year-2020,month-5,starttime-43982.cms","KMC to plant over 50,000 saplings in Kolkata"
