,Date,news
801,23-09-2022,"Hyderabad: Crazy war for T20 tickets sparks stampede, 7 injured"
802,23-09-2022,Tata Power to set up 4-5 substations in Mumbai highrises
803,23-09-2022,"Tata Steel, HeroMotoCorp, Welspun and other stocks in news today"
804,23-09-2022,Sensex falls for 2nd day in row
805,23-09-2022,Tatas to pull plug on Tata Healthafter 7 years
806,22-09-2022,"Govt sweetens package on semiconductor amid talks with Taiwan co, Tata"
807,22-09-2022,Maharashtra: Police told to set up panels to withdraw lockdown cases
808,22-09-2022,"Adani, Tata offer cheaper power for puja pandals in Mumbai"
809,21-09-2022,Sensex rally loses steam ahead of Fed’s rate call
810,21-09-2022,Delhi cops act to avoid gang war after Rajasthan killing
811,21-09-2022,Sensex rallies 579 points ahead of Fed’s rate call
812,21-09-2022,Sensex rally loses steamahead of Fed’s rate call
813,21-09-2022,"Wipro, Tata Steel, Ambuja Cements and other stocks in news today"
814,19-09-2022,"US President Joe Biden says 'the pandemic is over' even as death toll, costs mount"
815,18-09-2022,‘India’s vote doesn’t signal shift in Ukraine war stand’
816,17-09-2022,Tata Power to expand solar plant at Tata Motors plant
817,17-09-2022,"Sensex dives 1,093 pts on fears of sharp rate hikes"
818,17-09-2022,Hyderabad: Integration or liberation? TRS & BJP turf war begins
819,17-09-2022,"Sensex dives 1,093 pts on fears of sharp rate hikes"
820,17-09-2022,Jamshedpur: Fate of 12 lakh people living on Tata Steel leased land uncertain
821,16-09-2022,"West Bengal now good place to invest in, we're very bullish: Tata bosses"
822,16-09-2022,"Tata Power, PVR, UPL and other stocks in news today"
823,16-09-2022,Sensex falls over 500 points in early trade amid weak global markets
824,15-09-2022,"Sensex swings 1,232 pts, weathers Wall St rout"
825,15-09-2022,"War of words between ruling, oppn leaders over Foxconn moving to Guj"
826,15-09-2022,West Bengal CM Mamata Banerjee to throw open Rs 600-crore Tata Metaliks expansion plant
827,15-09-2022,"Sensex swings 1,232 points, weathers Wall Street rout"
828,15-09-2022,WPI inflation dips in Aug to 11-month low of 12.4%
829,15-09-2022,"Tata Steel, SBI and other stocks in news today"
830,15-09-2022,End of Covid pandemic is 'in sight': WHO chief
831,14-09-2022,"Amid drill with Japan, Indian ships also in Australia for war game"
832,14-09-2022,Inflation jump triggers fears of sharp rate hike this month
833,14-09-2022,Armenia-Azerbaijan clash sparks fears of another war
834,14-09-2022,Inflation jump triggers fears of sharp rate hike this month
835,14-09-2022,Inflation jump triggers fears of sharp rate hike this month
836,13-09-2022,"Retail inflation up in August to 7%, IIP slows sharply"
837,13-09-2022,"Kerala govt to vaccinate stray dogs on war footing, says minister M B Rajesh"
838,13-09-2022,"Sensex up for 3rd day, hits 60k pts again"
839,13-09-2022,West Bengal: 500 to oar in this year’s Sundarbans boat war
840,12-09-2022,Pandemic grounded: Fliers go up by 143% in 5 months
841,11-09-2022,"Kolkata: Out of pandemic shadow, organizers loosen purse strings for bigger and better pujas"
842,11-09-2022,Punjab: Rust defeats war museum in Ferozeshah
843,09-09-2022,"In a 1st, global HDI values dip, pulled down by Covid & war"
844,09-09-2022,"Delhi: Butterfly month starts, students are back for walks after pandemic break"
845,09-09-2022,Provide relief on war footing to Gadchiroli villages cut off by floods: HC to govt
846,09-09-2022,Inflation management can’t be left to monetary policy alone: FM
847,09-09-2022,"In a 1st, Tata Power planning for underground substations in city"
848,08-09-2022,"Tata Power, InterGlobe Aviation and other stocks in news today"
849,07-09-2022,"Global woes, inflation may not hit recovery: Moody’s"
850,07-09-2022,Ahmedabad: Inflation expectations have fallen below 5% says report
851,07-09-2022,"Cyrus Mistry cremated, 92-year-old Simone Tata attends in wheelchair"
852,06-09-2022,Green trucking to have double-digit share by 2030: Tata Motors
853,06-09-2022,"Former Tata Group chairman Cyrus Mistry injured head & chest, had haemorrhage: Autopsy"
854,06-09-2022,"RIL, Delhivery, Tata Motors and other stocks in news today"
855,05-09-2022,Tata Sons ex-chairman Cyrus Mistry killed in Ahmedabad-Mumbai highway accident
856,05-09-2022,"Soft-spoken, easy-going, Cyrus Mistry was youngest to head Tata Group"
857,05-09-2022,Bangladesh PM thanks India for help during pandemic
858,05-09-2022,Pandemic triggered disorders in children’s behaviour: Experts
859,03-09-2022,"IMF warns of protests, instability as Pakistan inflation touches 47-year high"
860,03-09-2022,US inflation spike spells trouble for Telangana students
861,02-09-2022,Sensex dives 770 points on foreign fund selloff
862,01-09-2022,Eye donation movement yet to recover from pandemic blow
863,01-09-2022,"Pandemic curbs gone, Lucknow soaks in Ganesh Chaturthi festivities"
864,01-09-2022,"For Putin, Ukraine war bid to undo Mikhail Gorbachev legacy"
865,01-09-2022,India’s inflation rate is lower than in US & China: Karad
866,01-09-2022,"Oil firms, SBI, Zomato, Tata Motors and other stocks in news today"
867,31-10-2022,Delhi: On a wind and a prayer in war on pollution
868,31-10-2022,"Maharashtra CM Eknath Shinde asks CAG to probe Rs 12,000 crore BMC contracts before, during pandemic"
869,30-10-2022,How a myopia pandemic caused by Covid could hurt half the world
870,30-10-2022,Tata Trusts’ CEO to ‘retire’; Cyrus cousin named trustee
871,30-10-2022,Bengaluru’s auto war goes high tech as 2 unions to launch apps soon
872,30-10-2022,Tata Trusts’ CEO to ‘retire’; Cyrus cousin named trustee
873,29-10-2022,General Motors Co temporarily halts paid advertising on Twitter
874,29-10-2022,"Sensex reclaims 60k, closes a tad lower on profit-taking"
875,29-10-2022,"Mumbai: Sensex reclaims Rs 60,000, closes a tad lower on profit-taking"
876,28-10-2022,"After pandemic break, sports trials back in Delhi University from October 31"
877,28-10-2022,"Maruti, Dr Reddy's, Tata Power and other stocks in news today"
878,27-10-2022,"Dabur, Tata Chemicals, Hero Motocorp and other stocks in news today"
879,26-10-2022,"Court cites contradictions, gives bail to NSE 'scamster'"
880,26-10-2022,"Sensex crosses 60,000 after 6 weeks, 4% away from all-time high"
881,25-10-2022,Sensex makes biggest Muhurat gain in 14 years
882,25-10-2022,Sensex makes biggest Muhurat gain in 14 yrs
883,25-10-2022,Those who ventured into dairying in Dakshina Kannada district during pandemic quit it
884,25-10-2022,BSE launches electronic gold receipts
885,25-10-2022,Myanmar military defends deadly air strike after accusations of war crime
886,25-10-2022,Bigg Boss Telugu 6: Geetu and Marina engage in a verbal war in upcoming captaincy contender task; here's what netizens think
887,24-10-2022,Tata Steel & IIT-R ink deal for cancer detector
888,23-10-2022,Finance ministry: Fresh inflation fears in 2023 if geopolitical rows intensify
889,23-10-2022,"After pandemic lull, Dehradun markets abuzz with shoppers before Diwali"
890,23-10-2022,Jharkhand: Automobile sales up by 20% this year
891,22-10-2022,Samvat 2078 worst for sensex in 7 years even as investor wealth grew
892,22-10-2022,Sensex ends Samvat in red 1st time in 7 years
893,21-10-2022,"Use Covid pandemic to manage future outbreaks, says Union health minister Mansukh Mandaviya"
894,21-10-2022,Dilip rural poll war cry: ‘Be ready for ultimate sacrifice’
895,20-10-2022,From TCS to Taj: Several Tata Group companies helping revive Air India
896,20-10-2022,NSE may exclude HDFC from Nifty index before its merger with HDFC Bank
897,20-10-2022,All hands on deck: How Tata companies help revamp Air India
898,20-10-2022,Sensex rises over 3% in 4-day rally
899,19-10-2022,IIT-Roorkee develops 'cancer detector' and transfers its technology to Tata Steel
900,19-10-2022,HDFC merger: NSE may tweak index rules
901,19-10-2022,"Adani Enterprises, HCL Tech, Tata Motors and other stocks in news today"
902,19-10-2022,HDFC merger: NSE may tweak index rules
903,19-10-2022,Automobile dealers unhappy with low customer footfall
904,18-10-2022,"Inflation war to be dogged, prolonged: RBI"
905,18-10-2022,"Political road show, protests & war of words"
906,18-10-2022,"Inflation war to be dogged, prolonged: RBI"
907,18-10-2022,"Tata Communications, PVR, Adani Tranmission and other stocks in news today"
908,17-10-2022,Tata AIA to incentivise healthy lifestyle
909,17-10-2022,Tata AIA to incentivise healthy life
910,17-10-2022,Pandemic to downturn alarm: 40% offices in ‘hi-tech’ Hyderabad still vacant
911,15-10-2022,Wholesale inflation eases to 18-month low of 10.7% in September
912,15-10-2022,"Sensex soars 1,200 points intraday"
913,15-10-2022,"Mumbai: Tata Power reports cyber attack on IT infrastructure; says all critical operations functioning, no impact on supply"
914,15-10-2022,"Sensex soars 1,200 points intraday"
915,15-10-2022,"Tata Power reports cyber attack on IT infra; says all critical ops functioning, no impact on supply"
916,15-10-2022,‘Plans on to make clubs absorb more Tata footballers’
917,13-10-2022,Sourav Ganguly's possible BCCI exit sparks TMC-BJP war of words
918,13-10-2022,"CM Yogi Adityanath visits flood-hit UP districts, orders relief & rescue operations on a war footing"
919,13-10-2022,Lucknow: Tata AIG deprived of Rs 54 lakh by cyber fraudsters
920,13-10-2022,"Retail inflation at 5-month high of 7.4%, IIP contracts 0.8%"
921,13-10-2022,"Delhi govt hikes minimum wages, Manish Sisodia says it will provide relief from inflation"
922,13-10-2022,State BJP brass to set up war room in Choutuppal
923,13-10-2022,Tata offers 3cr equipment to health centres
924,12-10-2022,"After pandemic pause, don’t miss breast cancer screening now: Docs"
925,12-10-2022,"Chennai: Gang war on Alandur street, two-wheelers, autos trashed"
926,12-10-2022,Sensex tanks 844 pts on rising global tensions
927,11-10-2022,"Re hits record low of 82.72/$, sensex slides"
928,11-10-2022,"Rupee hits record low of 82.72/$, sensex slides"
929,11-10-2022,MK Stalin to Centre: Don't force another language war on us
930,11-10-2022,"Re hits record low of 82.72/$, sensex slides"
931,10-10-2022,Last war before Independence which shook British empire
932,10-10-2022,"HUL, Tata Motors, and other stocks in news today"
933,10-10-2022,Pandemic effect? Mental health issues surge by 254% in district
934,09-10-2022,No HC relief to adoptive couple in war with biological parents
935,09-10-2022,"Maharashtra: Automobile sales pick up, dealers happy"
936,08-10-2022,"Tata Power mulls 10,000 MW clean energy capacity in next five years in Rajasthan"
937,08-10-2022,"Baghel, BJP in war of words over law & order"
938,07-10-2022,"Tiger on the hunt on campus, Bhopal NIT in lockdown mode"
939,07-10-2022,Sr NSE exec gets interim HC shield in default case
940,07-10-2022,Pandemic effect? Stroke cases rise three times in Indore
941,06-10-2022,"Tata Steel, HCL Tech, Zee Entertainment, JSW Energy and other stocks in news today"
942,06-10-2022,Deficient rain in gangetic plain is likely to increase food inflation in the near term
943,06-10-2022,Manager at automobile firm booked for embezzlement
944,05-10-2022,Sensex zooms 1.3k pts on US mkts
945,05-10-2022,Gujarat's automobile market gets festive acceleration
946,05-10-2022,Sensex zooms 1.3 k points on US markets
947,05-10-2022,Haryana sets up 'green war room' to fight bad air
948,05-10-2022,"Nasdaq jumps 3.3%, extending US stocks rally as Twitter surges"
949,05-10-2022,Sensex zooms 1.3k pts on US mkts
950,04-10-2022,Sensex dips 638 pts to sub-57k level on weak global cues
951,04-10-2022,"In a first, RBI to tell government why inflation target is breached"
952,04-10-2022,Heart attack cases up after pandemic in Indore
953,04-10-2022,Why India's inflation basket needs an overhaul
954,04-10-2022,"Sensex dips 638 pts to sub-57,000 level on weak global cues"
955,04-10-2022,Sensex dips 638 pts lower at sub-57k on weak global cues
956,04-10-2022,Madras HC quashes FIR filed against public protest in pandemic
957,04-10-2022,Heart attack cases up post Covid pandemic
958,03-10-2022,Medicine Prize opens Nobel week clouded by war
959,03-10-2022,"Jamshedpur: After two years pandemic lull, JSR soaks in festive spirit"
960,02-10-2022,Experts say pandemic stage may be over for Covid in Andhra Pradesh
961,01-10-2022,RBI lists Tata Sons with 15 NBFCs for more regulation
962,01-10-2022,Sept inflation number may be higher than 7%: RBI guv
963,01-10-2022,CDS signals integrated war machinery
964,01-10-2022,"Sensex rallies 1k pts, breaks losing streak"
965,01-10-2022,RBI lists Tata Sons with 15 NBFCs for more regulation
966,01-10-2022,"Sensex rallies 1k pts, breaks losing streak"
967,30-11-2022,Gujarat elections 2022: Kharge’s ‘Ravan’ barb at PM sparks war of words between BJP & Congress
968,30-11-2022,Sensex hits new high for 4th day in row
969,29-11-2022,Sensex closes at record high for 3rd day in a row
970,29-11-2022,PM Modi: Vote bank made Congress tie up hands of forces in terror war
971,29-11-2022,PM Modi: Vote bank made Congress tie up hands of forces in terror war
972,29-11-2022,Sensex closes at record high for third day in a row
973,28-11-2022,Delhi MCD polls: Asaduddin Owaisi accuses CM Arvind Kejriwal of bias against Muslims during pandemic and NE riots
974,28-11-2022,Delhi MCD polls: Asaduddin Owaisi accuses CM Arvind Kejriwal of bias against Muslims during pandemic and NE riots
975,27-11-2022,Delhi: Capital City Minstrels back on stage with music of hope after pandemic
976,26-11-2022,Maharashtra's active Covid count at lowest point since start of the pandemic
977,26-11-2022,"Some LAC problems due to '62 war loss, says Jaishankar"
978,26-11-2022,"US stocks: Nasdaq ends down as investors eye Black Friday sales, China infections"
979,26-11-2022,"Kolkata: Fan war takes to the skies, boosts kite biz"
980,25-11-2022,Black Friday Sale: Inflation makes bargains elusive
981,25-11-2022,I hope my first performance in Hyderabad post pandemic will be a memorable one: Bombay Jayashri
982,25-11-2022,CM vows to encourage automobile industry in Belagavi
983,25-11-2022,Sensex hits lifetime high after Fed hints at slower rate hikes
984,25-11-2022,"Already listed on BSE, pharma major ZIM Laboratories to make NSE debut today"
985,23-11-2022,Victims' kin to commemorate sinking of SS Tilawa in World War II
986,23-11-2022,WHO hunts for the next big pandemic bug
987,22-11-2022,Kolkata: Bow Barracks set to welcome back Christmas visitors post pandemic
988,21-11-2022,"Tata Motors, Zomato, ONGC and other stocks in news today"
989,21-11-2022,Wreath laying ceremony at Sudarshan Chakra War Memorial
990,20-11-2022,"For Customs, new frontier in war on drugs is the humble post office"
991,19-11-2022,UP sets up war room for Global Investors Summit
992,19-11-2022,Another Chinese company under lens: Tax raids on MG Motors
993,19-11-2022,Tata Motors to replace DRL in sensex
994,18-11-2022,Telangana's rural inflation highest in country
995,18-11-2022,Telangana: Goons on prowl make commute to Tata Institute of Social Science traumatic for girl students
996,18-11-2022,Goa: First full-fledged International Film Festival of India after pandemic set to be bigger
997,18-11-2022,Why TRS is at war with Election Commission over 'belan' and 'roti' rolling board
998,18-11-2022,Bruhat Bengaluru Mahanagara Palike paid firm Rs 5 crore to set up Covid war room
999,18-11-2022,BBMP paid firm ₹5cr to set up Covid war room
1000,18-11-2022,"Tata Hitachi eyes 6,500cr biz in 3yrs"
1001,17-11-2022,"Sensex regains 62k, closes at all-time high of 61,981"
1002,17-11-2022,Class 8th student from Rohtak writes a book on her experience during pandemic
1003,17-11-2022,"Sensex regains 62k, closes at all-time high of 61,981"
1004,17-11-2022,Sujit Naik’s century helps Tata gain lead
1005,16-11-2022,US stocks end higher amid signs of slowing inflation
1006,15-11-2022,Covid numbers in India drop to lowest since initial weeks of pandemic
1007,15-11-2022,‘Love jihad is war strategy to attract women’
1008,15-11-2022,Maharashtra govt school admissions better after pandemic
1009,15-11-2022,"Retail inflation below 7% in Oct, WPI eases to 8.4%"
1010,14-11-2022,"In life after Covid, a mental health pandemic emerges"
1011,13-11-2022,"October retail inflation to be below 7%, says RBI governor"
1012,13-11-2022,"Oct retail inflation to be below 7%, says RBI governor"
1013,13-11-2022,"Oct retail inflation will be below 7%, says RBI governor"
1014,12-11-2022,"Sensex hits one year high, nears record peak of 62,000"
1015,12-11-2022,"Centre, state in war of words on dengue info"
1016,11-11-2022,The pandemic has made it harder for me to do my art: Anoushka Shankar
1017,11-11-2022,Delhi: AAP’s war room to drive poll campaign
1018,11-11-2022,Sensex falls on US market weakness
1019,11-11-2022,Mutual fund SIP flows surge 50% in pandemic
1020,10-11-2022,Bosco Martis: I almost cried when the Rocket Gang set had to be broken during the lockdown - Exclusive
1021,10-11-2022,"Post-WW2 era, Covid lockdown among themes of Guwahati theatre fest"
1022,10-11-2022,New leprosy cases see drop in Hyderabad as pandemic hits screening efforts
1023,06-11-2022,Gujarat: Textiles units hurt by US-Europe inflation
1024,06-11-2022,West Bengal: 2 held for Rs 32 crore online fraud during pandemic
1025,05-11-2022,Delhi: LG VK Saxena's letter to Punjab CM Bhagwant Mann sparks war of words
1026,05-11-2022,Why everyone in arms industry loves a good war
1027,05-11-2022,Gujarat: Home textiles sector hurt by US-Europe inflation
1028,04-11-2022,"God of War Ragnarok offers six graphics modes on PS5, three on PS4: Here's why it's a big deal"
1029,04-11-2022,Karnataka: Woman auto driver in Kodagu motors ahead without fear
1030,04-11-2022,RBI likely to assure government it will rein in inflation in FY24
1031,04-11-2022,RBI likely to assure government it will rein in inflation in FY24
1032,04-11-2022,Tata Hitachi makes Kgp plant its exports hub
1033,04-11-2022,Jamshedpur: Tata Steel dispatches 1st steel slag consignment to BRO
1034,03-11-2022,"After truce, fresh war of words between Bacchu Kadu and Ravi Rana"
1035,03-11-2022,Ukraine war pushes fertiliser subsidy bill to record Rs 2.2 lakh crore
1036,02-11-2022,Tata Memorial Hospital trains cancer patient navigators for Indonesia
1037,02-11-2022,Noel’s children come on board Tata Trust entity
1038,02-11-2022,Sensex crosses 61k after 10 mths
1039,02-11-2022,Seeman warns of language war in state
1040,02-11-2022,Sensex crosses 61k after 10 months
1041,01-11-2022,Will meet VED as we plan new ventures: Tata boss to Nitin Gadkari
1042,01-11-2022,"Back to business after pandemic pause? PG owners, eateries around Delhi University hope to recover"
1043,01-11-2022,"Sensex at 10-month high, recovers 9k points in 4 months"
1044,01-11-2022,Tata Steel’s Q2 profit dives 90%
1045,01-11-2022,"Sensex at 10-month high, recovers 9,000 points in 4 months"
1046,01-11-2022,Tata Steel’s Q2 profit dives 90%
1047,01-11-2022,Bengaluru: Veterans slam traffic police over Haifa war memorial
1048,30-12-2022,India's Eicher Motors to invest in Spanish EV firm Stark
1049,30-12-2022,"To make Maharashtra $1 trillion economy, CM Eknath Shinde forms panel led by Tata Sons’ Chandrasekaran"
1050,30-12-2022,"To make Maharashtra $1 trillion economy, CM Eknath Shinde forms panel led by Tata Sons’ Chandrasekaran"
1051,30-12-2022,"To make Maharashtra $1 trillion economy, CM Eknath Shinde forms panel led by Tata Sons’ Chandrasekaran"
1052,30-12-2022,"To make Maharashtra $1 trillion economy, CM Eknath Shinde forms panel led by Tata Sons’ Chandrasekaran"
1053,30-12-2022,Guwahati: Household budgets shrink amid Covid and inflation
1054,30-12-2022,"RIL, Cipla, Eicher Motors and other stocks in news today"
1055,29-12-2022,5 lakh-plus vehicles registered in Mumbai during pandemic years
1056,29-12-2022,"SBI, Tata Steel, KFin Technologies and other stocks in news today"
1057,28-12-2022,Maharashtra pays woman Rs 1 lakh for no medical aid during lockdown
1058,28-12-2022,Maharashtra pays woman Rs 1 lakh for no med aid during lockdown
1059,28-12-2022,Sensex up for 2nd day in row on global cues
1060,27-12-2022,"Over call with Ukraine President Zelenskyy, PM Modi urges for end to war"
1061,27-12-2022,"Over call with Ukraine President Zelenskyy, PM Modi urges for end to war"
1062,27-12-2022,Ukrainian who lost many kin in war hangs self in Kashi
1063,27-12-2022,Manasi Tata is director on Kirloskar JVs
1064,27-12-2022,"Sensex up 721 points, recoups nearly half of last week's loss"
1065,27-12-2022,'Reducing core inflation key to easing prices’
1066,27-12-2022,Manasi Tata on the board of KSPL’s JV cos
1067,27-12-2022,Manasi Tata now director on board of KSPL JV cos
1068,26-12-2022,Lockdown imposed digital education hierarchies. Hopefully no more
1069,26-12-2022,"Rise in crime after government waged war on drugs, says Assam chief minister Himanta Biswa Sarma"
1070,26-12-2022,"Tata Motors, Union Bank of India, HDFC and other stocks in news today"
1071,25-12-2022,"Settled in US, VNITian donating for victims of Ukraine war"
1072,25-12-2022,Construction of 4 auditoriums delayed due to pandemic in Ahmedabad
1073,24-12-2022,"Despite progress, US Federal Reserve remains focused on inflation fight as 2023 rolls in"
1074,24-12-2022,Sensex dives nearly 1k pts over fears of Covid spread
1075,24-12-2022,NSE MD roped in ex-CP's firm in 2009 for illegal snooping: CBI
1076,23-12-2022,Putin says Russia wants end to war in Ukraine
1077,23-12-2022,Bigg Boss 16: Tina Datta and Shalin Bhanot get into an ugly war of words as the former accuses him of taking steroids' to maintain his bulky body
1078,23-12-2022,"Cardinal denounces price rise, Ukraine war"
1079,23-12-2022,Tata Comm to buy live video co for $59mn
1080,23-12-2022,No new Covid wave; no curbs or lockdown needed: Experts
1081,23-12-2022,No coercive action in war room case: HC
1082,22-12-2022,Govt tracking inflation to avoid surge in prices: FM
1083,22-12-2022,Sensex dives 635 points as Covid cases spike in China
1084,22-12-2022,Congress war room raid: Telangana HC stays cop notice against 3
1085,22-12-2022,Sensex dives 635 points as Covid cases spike in China
1086,22-12-2022,HC notice to school mgmt over pay cut in pandemic
1087,21-12-2022,"China's Covid surge spooks D-St, sensex ends in red"
1088,21-12-2022,"Inflation stubborn, signs of upturn in capex: RBI"
1089,21-12-2022,"Inflation stubborn, signs of upturn in capex: RBI"
1090,20-12-2022,"Battle of Longewala: 1971 war hero Bhairon Singh dies, PM Modi, Amit Shah pay rich tributes"
1091,19-12-2022,"BJP, Nitish govt intensify war of words on Saran hooch tragedy payout"
1092,19-12-2022,"Yes Bank, Sun Pharma, Tata Motors and other stocks in news today"
1093,19-12-2022,1971 Longewala war hero Bhairon Singh Rathore battles for life at AIIMS-Jodhpur
1094,19-12-2022,Army celebrates 51 yrs of 1971 Indo-Pak War victory in Jaisalmer
1095,18-12-2022,Sunil Kanugolu war room aims to defame seniors in Telangana: N Uttam Kumar Reddy
1096,18-12-2022,1971 war veteran steals the show at Vijay Diwas run in Pune
1097,18-12-2022,3 masked goons make away with cash in safe from automobile showroom
1098,17-12-2022,Sealed and stamped in memory: Trophies from 1971 war
1099,17-12-2022,"Sensex dives 2,200 points from peak of 63k on Dec 1"
1100,17-12-2022,Patients suffer as Lone World War II era portable X-ray machine is now ‘scrap’
1101,16-12-2022,76-year-old recounts refugee days in Kolkata during Bangladesh liberation war
1102,16-12-2022,Sensex tanks 879 points on Fed’s hawkish stance on rate hikes
1103,16-12-2022,‘BRS engineered war room raid to steal poll blueprint’ in Telangana
1104,16-12-2022,Classroom to war room: IIT & IIM brains to steer poll strategy
1105,15-12-2022,Recurrent viral infections resurface among children in Hyderabad after pandemic lull
1106,15-12-2022,Congress urges Amit Shah to seek governor report on midnight war room raid in Hyderabad
1107,15-12-2022,"SBI, IRCTC, Tata Motors and other stocks in news"
1108,15-12-2022,Tata Comms to transfer IoT biz to arm
1109,14-12-2022,Slowing US inflation raises hopes for Santa Claus rally
1110,14-12-2022,"Police raid Congress war room in Hyderabad, pick up 3 staffers"
1111,14-12-2022,Explainer: Demat accounts increase to 10.6 cr in November but monthly active NSE users dip to 3.6 cr
1112,14-12-2022,Slowing US inflation raises hopes for Santa Claus rally
1113,13-12-2022,Retail inflation moderates to 11-month low of 5.9% in November
1114,13-12-2022,IPO play: Tatas to sell subsidiary Tata Tech shares
1115,13-12-2022,"Bharat Rashtra Samithi loses Telangana echo, BJP stung in hashtag war"
1116,13-12-2022,IPO play: Tatas to sell Tata Tech shares
1117,11-12-2022,Sudanese cadet who lost dad in war now officer
1118,11-12-2022,Tata doctors add old medicine to reduce breast cancer deaths
1119,11-12-2022,Sino-Japanese war doc remembered
1120,10-12-2022,"On Noida's road where Jaguar killed a woman, no cops, no lights"
1121,09-12-2022,"In Mumbai, Tata Memorial, 3 hospitals tie up to cut kids' wait for transplant"
1122,09-12-2022,Inflation likely softened to nine-month low in November: Report
1123,09-12-2022,Sensex snaps 4-day losing run
1124,08-12-2022,Tata Technologies invests in innovation centre in France
1125,08-12-2022,‘Worst of inflation over’: RBI moderates rate hike to 35bps
1126,08-12-2022,‘Worst of inflation is over’: RBI moderates rate hike to 35bps
1127,07-12-2022,Murder charge added against Jaguar driver after order from Noida police commissioner Laxmi Singh
1128,07-12-2022,Murder charge added against Jaguar driver after order from Noida police commissioner Laxmi Singh
1129,07-12-2022,"RBI set to raise rates; outlook on growth, inflation in focus"
1130,06-12-2022,Jaguar with VIP numberplate kills woman parking scooter in Noida
1131,06-12-2022,"'Poor quality of 'dal' shook British empire, led to the last war before Independence'"
1132,06-12-2022,Tata Motors may hike prices in January
1133,06-12-2022,"Tata Motors, Vodafone India, HDFC and other stocks in news today"
1134,06-12-2022,Jaguar that killed woman may have been racing with another SUV: Cops
1135,05-12-2022,RK Beach resembles war zone as Navy Day celebrated with grandeur in Visakhapatnam
1136,03-12-2022,"Sensex closes 416 points in red, ends 8-day rally"
1137,02-12-2022,Sensex closes at record high for 6th day in row
1138,02-12-2022,"Sewage in Najafgarh drain, NGT seeks remedy 'on a war footing'"
1139,02-12-2022,Tata Play: 1st IPO from Tatas since TCS listing in 2004
1140,02-12-2022,Tata Play: 1st IPO from Tatas since TCS listing in ’04
1141,02-12-2022,Sensex closes at record high for 6th day in row
1142,02-12-2022,Tata Play: 1st IPO from Tatas since TCS listing in 2004
1143,01-12-2022,NSE IFSC-SGX Connect aims at full scale operations by June 2023
1144,01-12-2022,"Rate-hike slowdown possible next month, inflation fight far from over: Fed chief Jerome Powell"
1145,01-12-2022,"Sensex hits 63k for first time, investor wealth nears Rs 300L cr"
1146,01-12-2022,"Gang war outside Central Jail, goon injured"
1147,01-12-2022,Why sensex is in green even as other major global indices bleed
1148,01-12-2022,Uttarakhand: War of words between BJP & Congress over Gairsain
1149,01-12-2022,"'India lacks tactical, strategic know-how of war movies'"
1150,01-12-2022,"Sensex hits 63,000 for first time, investor wealth nears Rs 300 lakh crore"
